(asenv) altsai@Hercules:~/eden/edenTransfer$ python store_fits.py --dryrun /home/altsai/eden/LOT20191007_mod/ | tee LOT20191007_dryrun.log

Bucket successfully loaded! eden-data
434 files found
Storing data to the S3 archive!
Doing a dry run - uploads will not be committed.
Verbose output enabled.
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153047-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153047-Eden.fits (file already exists) (130/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153158-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153158-Eden.fits (file already exists) (131/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153310-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153310-Eden.fits (file already exists) (132/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153421-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153421-Eden.fits (file already exists) (133/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153532-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153532-Eden.fits (file already exists) (134/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153643-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153643-Eden.fits (file already exists) (135/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153754-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153754-Eden.fits (file already exists) (136/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@153905-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@153905-Eden.fits (file already exists) (137/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154017-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154017-Eden.fits (file already exists) (138/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154129-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154129-Eden.fits (file already exists) (139/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154241-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154241-Eden.fits (file already exists) (140/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154352-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154352-Eden.fits (file already exists) (141/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154504-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154504-Eden.fits (file already exists) (142/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154615-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154615-Eden.fits (file already exists) (143/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154727-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154727-Eden.fits (file already exists) (144/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154838-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154838-Eden.fits (file already exists) (145/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@154950-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@154950-Eden.fits (file already exists) (146/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155101-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155101-Eden.fits (file already exists) (147/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155213-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155213-Eden.fits (file already exists) (148/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155324-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155324-Eden.fits (file already exists) (149/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155436-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155436-Eden.fits (file already exists) (150/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155547-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155547-Eden.fits (file already exists) (151/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155659-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155659-Eden.fits (file already exists) (152/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155811-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155811-Eden.fits (file already exists) (153/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@155923-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@155923-Eden.fits (file already exists) (154/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160034-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160034-Eden.fits (file already exists) (155/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160146-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160146-Eden.fits (file already exists) (156/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160257-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160257-Eden.fits (file already exists) (157/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160410-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160410-Eden.fits (file already exists) (158/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160521-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160521-Eden.fits (file already exists) (159/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160633-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160633-Eden.fits (file already exists) (160/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160746-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160746-Eden.fits (file already exists) (161/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@160856-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@160856-Eden.fits (file already exists) (162/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161008-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161008-Eden.fits (file already exists) (163/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161120-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161120-Eden.fits (file already exists) (164/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161232-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161232-Eden.fits (file already exists) (165/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161343-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161343-Eden.fits (file already exists) (166/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161455-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161455-Eden.fits (file already exists) (167/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161606-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161606-Eden.fits (file already exists) (168/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161719-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161719-Eden.fits (file already exists) (169/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161830-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161830-Eden.fits (file already exists) (170/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@161943-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@161943-Eden.fits (file already exists) (171/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162054-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162054-Eden.fits (file already exists) (172/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162206-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162206-Eden.fits (file already exists) (173/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162319-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162319-Eden.fits (file already exists) (174/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162430-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162430-Eden.fits (file already exists) (175/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162543-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162543-Eden.fits (file already exists) (176/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162654-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162654-Eden.fits (file already exists) (177/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162807-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162807-Eden.fits (file already exists) (178/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@162919-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@162919-Eden.fits (file already exists) (179/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163030-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163030-Eden.fits (file already exists) (180/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163143-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163143-Eden.fits (file already exists) (181/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163255-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163255-Eden.fits (file already exists) (182/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163407-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163407-Eden.fits (file already exists) (183/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163518-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163518-Eden.fits (file already exists) (184/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163630-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163630-Eden.fits (file already exists) (185/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163742-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163742-Eden.fits (file already exists) (186/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@163854-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@163854-Eden.fits (file already exists) (187/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164005-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164005-Eden.fits (file already exists) (188/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164116-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164116-Eden.fits (file already exists) (189/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164227-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164227-Eden.fits (file already exists) (190/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164339-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164339-Eden.fits (file already exists) (191/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164451-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164451-Eden.fits (file already exists) (192/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164603-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164603-Eden.fits (file already exists) (193/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164715-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164715-Eden.fits (file already exists) (194/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164826-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164826-Eden.fits (file already exists) (195/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@164937-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@164937-Eden.fits (file already exists) (196/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165049-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165049-Eden.fits (file already exists) (197/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165201-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165201-Eden.fits (file already exists) (198/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165313-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165313-Eden.fits (file already exists) (199/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165425-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165425-Eden.fits (file already exists) (200/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165536-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165536-Eden.fits (file already exists) (201/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165648-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165648-Eden.fits (file already exists) (202/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165800-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165800-Eden.fits (file already exists) (203/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@165913-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@165913-Eden.fits (file already exists) (204/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170024-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170024-Eden.fits (file already exists) (205/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170136-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170136-Eden.fits (file already exists) (206/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170247-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170247-Eden.fits (file already exists) (207/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170358-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170358-Eden.fits (file already exists) (208/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170510-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170510-Eden.fits (file already exists) (209/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170622-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170622-Eden.fits (file already exists) (210/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170734-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170734-Eden.fits (file already exists) (211/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170845-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170845-Eden.fits (file already exists) (212/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@170957-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@170957-Eden.fits (file already exists) (213/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171110-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171110-Eden.fits (file already exists) (214/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171222-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171222-Eden.fits (file already exists) (215/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171333-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171333-Eden.fits (file already exists) (216/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171444-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171444-Eden.fits (file already exists) (217/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171556-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171556-Eden.fits (file already exists) (218/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171708-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171708-Eden.fits (file already exists) (219/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171819-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171819-Eden.fits (file already exists) (220/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@171931-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@171931-Eden.fits (file already exists) (221/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172043-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172043-Eden.fits (file already exists) (222/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172155-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172155-Eden.fits (file already exists) (223/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172307-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172307-Eden.fits (file already exists) (224/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172419-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172419-Eden.fits (file already exists) (225/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172531-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172531-Eden.fits (file already exists) (226/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172645-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172645-Eden.fits (file already exists) (227/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172756-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172756-Eden.fits (file already exists) (228/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@172907-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@172907-Eden.fits (file already exists) (229/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173019-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173019-Eden.fits (file already exists) (230/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173130-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173130-Eden.fits (file already exists) (231/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173242-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173242-Eden.fits (file already exists) (232/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173354-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173354-Eden.fits (file already exists) (233/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173505-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173505-Eden.fits (file already exists) (234/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173617-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173617-Eden.fits (file already exists) (235/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173729-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173729-Eden.fits (file already exists) (236/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173840-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173840-Eden.fits (file already exists) (237/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@173952-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@173952-Eden.fits (file already exists) (238/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174104-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174104-Eden.fits (file already exists) (239/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174216-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174216-Eden.fits (file already exists) (240/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174328-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174328-Eden.fits (file already exists) (241/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174439-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174439-Eden.fits (file already exists) (242/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174551-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174551-Eden.fits (file already exists) (243/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174703-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174703-Eden.fits (file already exists) (244/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174815-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174815-Eden.fits (file already exists) (245/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@174925-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@174925-Eden.fits (file already exists) (246/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175037-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175037-Eden.fits (file already exists) (247/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175149-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175149-Eden.fits (file already exists) (248/434) (dry run)
